Record_ID,Process_ID,Process_Name,Machine_ID,Cycle_Time_min,Setup_Time_min,Waiting_Time_min,Defect_Rate,Inventory_Level,Machine_Utilization,Production_Output_units_hr,Lead_Time_min,Efficiency_Score,Is_Bottleneck,Shift,Day_Of_Week,Process_Enc,Machine_Enc,Shift_Enc,Util_x_CycleTime,Wait_to_Cycle_Ratio,Total_Process_Time,Defect_x_Output,High_Inventory,Log_Lead_Time,Log_Waiting
124,P05,Surface Treatment,M01,16.26,1.49,0.31,0.1104,12,0.6512,1.64,18.57,44.56,1,Afternoon,1,8,0,0,10.588512000000001,0.019065178926704226,18.06,0.181056,0,2.9739977814079848,0.27002713721306015
125,P10,Dispatch,M02,4.83,10.95,4.57,0.0531,3,0.6249,7.51,22.25,60.44,0,Afternoon,5,2,1,0,3.0182670000000003,0.9461678133171568,20.35,0.398781,0,3.1463051320333655,1.7173950539391927
126,P10,Dispatch,M05,5.16,2.1,6.53,0.0538,22,0.5431,5.64,14.32,48.5,0,Night,1,2,4,2,2.8023960000000003,1.2655014234468538,13.79,0.303432,0,2.729159164312445,2.018895041811802
127,P07,Quality Inspection,M08,10.98,11.02,0.25,0.1322,35,0.8573,3.99,22.68,72.98,1,Afternoon,2,5,7,0,9.413154,0.022768649573178895,22.25,0.5274780000000001,0,3.164630810015805,0.22314355131420976
128,P03,Forming,M01,18.67,4.34,4.1,0.115,4,0.847,1.68,27.07,52.39,1,Morning,2,3,0,1,15.813490000000002,0.2196035245830077,27.11,0.1932,0,3.334701390373791,1.62924053973028
129,P05,Surface Treatment,M10,13.76,2.35,3.21,0.0994,18,0.5187,2.37,18.83,54.24,0,Morning,2,8,9,1,7.1373120000000005,0.2332847141826205,19.32,0.235578,0,2.9871959425317045,1.43746264769429
130,P03,Forming,M10,14.5,1.58,16.97,0.0665,11,0.3435,1.88,35.0,45.36,1,Afternoon,5,3,9,0,4.9807500000000005,1.1703440204523996,33.05,0.12502,0,3.58351893845611,2.8887037007954675
131,P07,Quality Inspection,M05,10.17,6.2,47.49,0.124,30,0.7814,4.85,63.5,82.25,1,Morning,1,5,4,1,7.946838,4.669611927618558,63.86,0.6013999999999999,0,4.1666652238017265,3.881357591117261
132,P03,Forming,M03,20.9,3.6,0.49,0.0753,14,0.1394,1.05,24.16,36.63,0,Night,3,3,2,2,2.9134599999999997,0.02344496485886849,24.99,0.07906500000000001,0,3.22525543183224,0.3987761199573678
133,P02,Cutting,M03,15.64,8.21,3.24,0.0446,5,0.7781,3.97,27.55,103.54,0,Afternoon,4,1,2,0,12.169484,0.2071609928638153,27.090000000000003,0.17706200000000002,0,3.351656936102019,1.4445632692438664
134,P02,Cutting,M09,9.85,15.79,0.04,0.0604,0,0.5684,3.61,26.48,59.28,0,Afternoon,1,1,8,0,5.59874,0.004060909582832911,25.68,0.218044,0,3.3134584673541485,0.039220713153281295
135,P04,Welding,M03,23.02,4.75,1.86,0.1122,3,0.6873,0.64,29.84,24.69,1,Morning,2,9,2,1,15.821646,0.08079926985261954,29.63,0.071808,0,3.4288125486951286,1.0508216248317612
136,P10,Dispatch,M06,3.39,1.32,1.65,0.0649,7,0.5739,8.87,4.71,50.17,0,Afternoon,1,2,5,0,1.945521,0.4867242279521299,6.359999999999999,0.5756629999999999,0,1.742219023667919,0.9745596399981308
137,P07,Quality Inspection,M07,12.41,10.08,12.1,0.1385,31,0.7883,2.94,36.15,60.72,1,Morning,2,5,6,1,9.782803,0.9750193593719908,34.59,0.40719000000000005,0,3.6149637711637683,2.5726122302071057
138,P02,Cutting,M08,10.74,6.9,1.91,0.1094,24,0.4649,1.88,19.28,33.64,1,Morning,3,1,7,1,4.9930259999999995,0.17783968543790926,19.55,0.205672,0,3.0096351787229825,1.0681530811834012
139,P02,Cutting,M04,10.13,7.78,11.12,0.1419,1,0.3241,1.91,28.22,32.22,1,Afternoon,1,1,3,0,3.2831330000000003,1.0977284326471541,29.03,0.27102899999999996,0,3.3748534063225533,2.4948569806411682
140,P08,Packaging,M01,8.64,1.57,3.23,0.1449,12,0.4039,2.71,13.14,39.08,1,Afternoon,4,4,0,0,3.489696,0.3738421599049075,13.440000000000001,0.392679,0,2.6490076604684267,1.4422019930581866
141,P02,Cutting,M09,12.79,5.36,3.2,0.078,6,0.7539,2.67,22.98,56.83,0,Afternoon,1,1,8,0,9.642381,0.2501952695893123,21.349999999999998,0.20826,0,3.177220149599368,1.4350845252893227
142,P04,Welding,M05,16.49,0.5,2.36,0.0948,23,0.7,0.99,21.76,27.11,0,Morning,3,9,4,1,11.542999999999997,0.1431169538405374,19.349999999999998,0.09385199999999999,0,3.1250046092581303,1.2119409739751128
143,P09,Storage,M04,3.47,0.5,2.53,0.0688,2,0.4577,6.81,6.04,39.36,0,Afternoon,5,7,3,0,1.588219,0.7291045270762907,6.5,0.468528,0,1.951608170169951,1.2612978709452054
144,P09,Storage,M01,2.49,5.13,4.23,0.1217,22,0.7295,16.0,11.38,66.46,1,Night,5,7,0,2,1.8164550000000002,1.6987883582796857,11.850000000000001,1.9472,0,2.5160822672564502,1.6544112780768316
145,P09,Storage,M02,2.76,4.62,3.21,0.1077,5,0.7329,13.87,11.22,63.85,1,Afternoon,2,7,1,0,2.022804,1.1630392643504914,10.59,1.4937989999999999,0,2.503073953743449,1.43746264769429
146,P09,Storage,M10,2.72,1.62,19.99,0.1205,8,0.7396,14.36,24.78,65.19,1,Afternoon,1,7,9,0,2.011712,7.349237686626151,24.33,1.7303799999999998,0,3.2495989975110415,3.0440461338325417
147,P08,Packaging,M06,8.32,2.69,1.8,0.0584,19,0.3609,2.42,13.92,33.58,0,Night,4,4,5,2,3.002688,0.21634589381503147,12.81,0.141328,0,2.702702594775615,1.0296194171811581
148,P01,Raw Material Intake,M01,4.57,16.17,1.1,0.1228,11,0.5922,6.49,22.39,49.42,1,Night,2,6,0,2,2.706354,0.24069969212321202,21.840000000000003,0.796972,0,3.1523085805960878,0.7419373447293773
149,P01,Raw Material Intake,M05,4.42,15.28,17.06,0.1589,5,0.7589,8.82,37.81,64.96,1,Night,4,6,4,2,3.354338,3.8597197743896507,36.76,1.4014980000000001,0,3.658677945380815,2.8936995479888394
150,P05,Surface Treatment,M10,16.24,3.61,8.26,0.1264,0,0.3648,1.49,30.37,40.19,1,Morning,3,8,9,1,5.924352,0.5086203764652855,28.11,0.188336,0,3.445852022202587,2.225704048658088
151,P03,Forming,M01,14.08,2.94,1.61,0.2207,46,0.3638,0.67,19.34,15.61,1,Afternoon,3,3,0,0,5.122304000000001,0.1143465096970812,18.63,0.147869,1,3.012589390620414,0.959350221334602
152,P08,Packaging,M03,5.08,9.15,0.78,0.056,43,0.6123,6.43,14.58,54.44,0,Afternoon,3,4,2,0,3.110484,0.15354300483660466,15.01,0.36008,1,2.7459880404426023,0.5766133643039938
153,P04,Welding,M10,20.35,14.13,14.14,0.2254,59,0.626,0.54,48.94,18.34,1,Afternoon,5,9,9,0,12.7391,0.6948399533956003,48.620000000000005,0.121716,1,3.910822284851627,2.717340248009303
154,P05,Surface Treatment,M09,15.57,18.07,1.28,0.1092,26,0.3798,0.73,34.67,18.93,1,Morning,5,8,8,1,5.913486000000001,0.082209324207242,34.92,0.079716,0,3.5743099993708003,0.8241754429663494
155,P09,Storage,M03,3.68,1.0,2.32,0.2331,15,0.3884,5.18,5.5,31.78,1,Morning,1,7,2,1,1.4293120000000001,0.6304330694753546,7.0,1.207458,0,1.8718021769015913,1.199964782928397
156,P05,Surface Treatment,M05,18.12,3.56,2.3,0.0553,12,0.537,2.14,24.82,64.68,0,Morning,5,8,4,1,9.730440000000002,0.12693149727842312,23.98,0.11834200000000002,0,3.2511493854184965,1.1939224684724346
157,P06,Assembly,M06,21.91,5.47,3.42,0.1654,39,0.9155,1.89,31.11,69.12,1,Night,1,0,5,2,20.058605,0.15609303692695714,30.799999999999997,0.312606,1,3.4691675081014224,1.4861396960896067
158,P02,Cutting,M07,13.86,8.49,3.95,0.0568,39,0.4518,2.54,25.83,58.63,0,Morning,3,1,6,1,6.261947999999999,0.2849925793704334,26.3,0.144272,1,3.2895206644375325,1.599387576580599
159,P09,Storage,M05,2.48,0.5,1.88,0.0933,4,0.6084,13.28,5.56,54.93,0,Night,5,7,4,2,1.5088320000000002,0.758061459429599,4.859999999999999,1.239024,0,1.8809906029559975,1.0577902941478545
160,P06,Assembly,M08,21.48,2.83,23.13,0.1975,51,0.8216,2.1,47.04,75.26,1,Morning,2,0,7,1,17.647968,1.0768151411475133,47.44,0.41475000000000006,1,3.872033997211783,3.1834558796369405
161,P10,Dispatch,M09,5.26,19.65,0.35,0.0485,10,0.5438,5.15,24.61,45.18,0,Morning,1,2,8,1,2.8603879999999995,0.06653979745285656,25.259999999999998,0.24977500000000002,0,3.242982900211434,0.3001045924503381
162,P03,Forming,M02,17.85,17.29,4.63,0.052,19,0.3824,1.73,38.64,51.33,0,Afternoon,5,3,1,0,6.825840000000001,0.2593836081884548,39.77,0.08996,0,3.6798387094617873,1.728109442151599
163,P04,Welding,M01,16.33,0.62,11.92,0.0977,73,0.3843,1.58,28.71,43.13,0,Afternoon,3,9,0,0,6.275618999999999,0.7299444397155912,28.869999999999997,0.154366,1,3.391483689474516,2.558776498354456
164,P01,Raw Material Intake,M10,6.12,1.04,5.58,0.0881,49,0.6281,4.81,12.77,49.08,0,Afternoon,1,6,9,0,3.843972,0.9117632160731765,12.74,0.42376099999999994,1,2.6224923127405635,1.884034745337226
165,P09,Storage,M10,2.95,6.03,1.14,0.142,0,0.7706,12.6,11.4,61.89,1,Morning,2,7,9,1,2.27327,0.3864393680021423,10.120000000000001,1.7891999999999997,0,2.517696472610991,0.76080582903376
166,P06,Assembly,M03,15.86,7.73,10.13,0.1308,11,0.5319,1.55,33.3,41.09,1,Night,3,0,2,2,8.435934,0.6387133425514865,33.72,0.20274,0,3.535145354171894,2.4096441652874536
167,P06,Assembly,M10,31.81,3.46,15.32,0.17,76,0.5295,0.59,50.56,31.41,1,Morning,1,0,9,1,16.843394999999997,0.48160940534127467,50.589999999999996,0.1003,1,3.9427461780709865,2.792391349535961
168,P07,Quality Inspection,M03,13.5,1.51,3.47,0.1026,57,0.8502,2.83,21.43,63.73,1,Morning,2,5,2,1,11.477699999999999,0.2570368466393729,18.48,0.290358,1,3.110399348532117,1.4973884086254776
169,P04,Welding,M08,24.98,7.79,7.36,0.1105,104,0.802,1.9,39.81,78.98,1,Afternoon,1,9,7,0,20.03396,0.2946355906182584,40.13,0.20995,1,3.7089271494177143,2.1234584270966104
170,P07,Quality Inspection,M03,9.57,1.75,12.29,0.1514,28,0.7991,4.81,24.0,76.75,1,Morning,3,5,2,1,7.647387,1.284220183677969,23.61,0.7282339999999999,0,3.2188758248682006,2.587011872725154
171,P10,Dispatch,M03,3.16,1.38,2.19,0.0871,5,0.6521,11.35,7.18,59.83,0,Afternoon,1,2,2,0,2.060636,0.6930357815323369,6.73,0.9885849999999999,0,2.1016921506146558,1.1600209167967532
172,P01,Raw Material Intake,M03,4.15,7.0,1.14,0.148,58,0.6306,7.76,12.31,53.7,1,Morning,2,6,2,1,2.6169900000000004,0.2746981332575102,12.290000000000001,1.14848,1,2.58851563240702,0.76080582903376
173,P01,Raw Material Intake,M03,5.4,1.14,3.54,0.0809,12,0.6659,7.43,10.22,66.8,0,Night,1,6,2,2,3.5958600000000005,0.6555543415660341,10.08,0.6010869999999999,0,2.4176979000945504,1.5129270120532565
174,P03,Forming,M03,15.8,3.57,8.59,0.0408,20,0.715,2.27,26.62,59.72,0,Afternoon,4,3,2,0,11.297,0.5436705419806697,27.96,0.092616,0,3.318540147981146,2.2607208888953467
175,P04,Welding,M09,19.65,20.01,11.97,0.1574,2,0.6611,1.26,53.09,41.21,1,Morning,3,9,8,1,12.990615,0.6091599953384248,51.629999999999995,0.19832400000000003,0,3.9906493258833358,2.5626389983283526
176,P10,Dispatch,M02,4.79,0.5,8.16,0.2547,17,0.4833,4.82,13.86,38.51,1,Afternoon,5,2,1,0,2.315007,1.7035455040803673,13.45,1.227654,0,2.698673039289613,2.214846178686039
177,P07,Quality Inspection,M09,8.28,2.13,9.91,0.1294,74,0.5818,4.49,19.66,61.97,1,Morning,3,5,8,1,4.817303999999999,1.1968584579004133,20.32,0.581006,1,3.0281994636914926,2.3896797998449792
178,P09,Storage,M08,3.62,10.15,6.44,0.0835,11,0.7373,11.47,22.4,69.21,0,Afternoon,5,7,7,0,2.669026,1.7790006104955511,20.21,0.9577450000000001,0,3.152736022363656,2.0068708488450007
179,P01,Raw Material Intake,M05,5.53,5.93,1.23,0.0431,30,0.3998,3.65,10.73,33.61,0,Morning,5,6,4,1,2.210894,0.22242274426266861,12.690000000000001,0.15731499999999998,0,2.462149662665384,0.8020015854720274
180,P05,Surface Treatment,M03,19.6,9.76,7.66,0.1544,11,0.336,0.68,39.47,22.16,1,Morning,5,8,2,1,6.585600000000001,0.390816127134629,37.019999999999996,0.10499200000000002,0,3.7005609588877744,2.1587147225743437
181,P01,Raw Material Intake,M03,3.82,0.5,2.23,0.0917,5,0.6416,9.68,8.58,61.69,0,Afternoon,5,6,2,0,2.4509119999999998,0.5837681053190961,6.550000000000001,0.887656,0,2.259677591982769,1.172482137234565
182,P10,Dispatch,M03,5.14,7.07,2.92,0.1139,52,0.4496,3.6,16.25,30.83,1,Afternoon,1,2,2,0,2.3109439999999997,0.568092279976109,15.13,0.41004,1,2.847812143477369,1.366091653802371
183,P02,Cutting,M07,13.32,9.96,0.58,0.0947,73,0.7037,2.2,23.47,48.88,0,Morning,2,1,6,1,9.373284,0.04354351085322008,23.86,0.20834000000000003,1,3.19744787745458,0.4574248470388754
184,P01,Raw Material Intake,M02,6.55,9.11,8.12,0.1609,3,0.7978,6.03,22.04,65.82,1,Morning,5,6,1,1,5.2255899999999995,1.2396927638278414,23.78,0.970227,0,3.1372318358276905,2.21046980408624
185,P08,Packaging,M10,9.78,0.5,4.67,0.0508,4,0.4105,2.43,14.43,39.58,0,Night,1,4,9,2,4.01469,0.4775046242284006,14.95,0.123444,0,2.7363136663750693,1.7351891177396608
186,P01,Raw Material Intake,M10,4.8,13.9,0.44,0.0682,12,0.5573,6.45,19.63,51.68,0,Morning,3,6,9,1,2.67504,0.09166647569484232,19.14,0.43989,0,3.0267463270831603,0.3646431135879093
187,P08,Packaging,M08,7.39,2.2,5.6,0.0656,8,0.818,6.13,14.83,75.51,0,Afternoon,3,4,7,0,6.045019999999999,0.7577797594319899,15.19,0.40212800000000004,0,2.761906873892921,1.8870696490323797
188,P07,Quality Inspection,M01,10.6,2.91,83.0,0.2576,10,0.9408,4.04,95.48,71.38,1,Night,4,5,0,2,9.97248,7.8301812922818,96.51,1.040704,0,4.5693357329788755,4.430816798843313
189,P10,Dispatch,M05,6.7,3.39,3.3,0.0803,7,0.6078,5.18,15.3,57.82,0,Afternoon,4,2,4,0,4.07226,0.49253657830361447,13.39,0.41595399999999993,0,2.791165107812717,1.4586150226995167
190,P07,Quality Inspection,M08,13.25,2.33,21.67,0.171,12,0.7955,3.02,37.7,66.7,1,Morning,3,5,7,1,10.540375,1.6354704637958766,37.25,0.51642,0,3.655839600035736,3.1210424645194377
191,P10,Dispatch,M03,4.7,6.54,4.26,0.1299,17,0.1914,2.96,14.17,23.16,1,Morning,1,2,2,1,0.8995799999999999,0.9063810502530846,15.5,0.38450399999999996,0,2.719319793360441,1.6601310267496185
192,P01,Raw Material Intake,M08,4.39,3.33,12.68,0.0731,12,0.4294,5.17,21.78,37.87,0,Night,5,6,7,2,1.885066,2.888376108482669,20.4,0.377927,0,3.125882958019036,2.615934912194404
193,P05,Surface Treatment,M05,18.47,1.29,5.54,0.0802,6,0.5262,1.95,24.87,60.06,0,Night,1,8,4,2,9.718914,0.2999456957521951,25.299999999999997,0.15638999999999997,0,3.2530839961979376,1.8779371654691073
194,P09,Storage,M08,1.77,1.65,0.95,0.1752,2,0.3725,10.32,5.04,30.47,1,Morning,5,7,7,1,0.659325,0.5367201315246806,4.37,1.808064,0,1.7984040119467235,0.6678293725756554
195,P03,Forming,M06,14.26,2.71,1.73,0.065,4,0.587,3.14,19.38,74.61,0,Morning,5,3,5,1,8.370619999999999,0.12131828799559047,18.7,0.2041,0,3.0145540277945786,1.0043016091968684
196,P04,Welding,M10,19.02,6.29,24.5,0.1118,15,0.8291,2.64,49.62,83.79,1,Morning,1,9,9,1,15.769481999999998,1.288117093524136,49.81,0.295152,0,3.9243467551169777,3.2386784521643803
197,P08,Packaging,M08,6.97,12.22,1.05,0.0401,6,0.5307,4.33,20.97,50.28,0,Morning,4,4,7,1,3.6989789999999996,0.15064540796928558,20.240000000000002,0.17363299999999998,0,3.089677886396519,0.7178397931503169
198,P07,Quality Inspection,M04,10.89,1.88,23.49,0.116,28,0.5261,2.95,34.64,53.58,1,Afternoon,5,5,3,0,5.729229,2.157022812651228,36.26,0.34220000000000006,0,3.573468602602609,3.1982648709640764
199,P08,Packaging,M09,5.44,0.5,1.23,0.0557,14,0.417,3.32,6.98,30.09,0,Night,2,4,8,2,2.2684800000000003,0.22610252554682803,7.17,0.18492399999999998,0,2.0769384114617173,0.8020015854720274
200,P05,Surface Treatment,M07,16.9,2.24,0.48,0.0454,24,0.6471,2.53,20.41,71.31,0,Afternoon,5,8,6,0,10.935989999999999,0.028402350057781033,19.62,0.11486199999999999,0,3.0638581026015914,0.3920420877760237
201,P06,Assembly,M10,21.51,0.78,2.46,0.2171,42,0.6443,1.56,24.26,55.92,1,Morning,2,0,9,1,13.858893,0.11436535826808077,24.750000000000004,0.338676,1,3.229222116922345,1.2412685890696329
202,P01,Raw Material Intake,M06,5.42,3.14,3.29,0.0701,34,0.4193,5.29,9.37,47.83,0,Morning,2,6,5,1,2.272606,0.6070099501661437,11.850000000000001,0.37082899999999996,0,2.3389170222414357,1.4562867329399256
203,P02,Cutting,M04,10.42,4.13,6.27,0.0957,55,0.4653,3.0,20.49,52.15,0,Night,5,1,3,2,4.848426,0.601726869743887,20.82,0.28709999999999997,1,3.067587710654419,1.9837562915454279
204,P01,Raw Material Intake,M07,4.53,2.19,2.67,0.0866,4,0.7801,9.28,7.88,70.15,0,Afternoon,3,6,6,0,3.533853,0.5894026724002817,9.39,0.8036479999999999,0,2.1838015570040787,1.3001916620664788
205,P09,Storage,M07,3.19,1.25,10.87,0.143,15,0.2615,4.33,15.06,23.04,1,Afternoon,2,7,6,0,0.8341850000000001,3.4075128291133883,15.309999999999999,0.6191899999999999,0,2.7763317085186157,2.4740142086215764
206,P04,Welding,M07,8.63,1.44,15.86,0.146,40,0.6072,4.15,25.2,59.65,1,Night,3,9,6,2,5.240136000000001,1.8377730732641095,25.93,0.6059,1,3.265759410767051,2.8249439525737094
207,P06,Assembly,M01,21.68,2.56,30.58,0.1511,6,0.5092,0.62,54.53,22.24,1,Morning,1,0,0,1,11.039456,1.4105159545590615,54.81999999999999,0.093682,0,4.016923415253516,3.452524008827496
208,P10,Dispatch,M10,4.81,0.53,0.08,0.0727,0,0.5514,6.2,4.82,49.7,0,Morning,1,2,9,1,2.652234,0.016631982054091367,5.42,0.45074000000000003,0,1.7613002617433464,0.07696104113612832
209,P03,Forming,M02,14.68,9.76,6.57,0.0585,16,0.6616,1.84,31.07,45.14,0,Morning,5,3,1,1,9.712288,0.4475473790549189,31.009999999999998,0.10764000000000001,0,3.4679210137050633,2.0241930674493576
210,P01,Raw Material Intake,M01,5.64,13.32,0.5,0.065,4,0.5314,4.96,18.42,46.6,0,Afternoon,3,6,0,0,2.9970959999999995,0.08865232508453,19.46,0.3224,0,2.966303462863179,0.4054651081081644
211,P10,Dispatch,M05,3.37,8.18,7.14,0.0875,10,0.5031,7.7,19.3,43.25,0,Afternoon,5,2,4,0,1.695447,2.1186880751095694,18.69,0.67375,0,3.0106208860477417,2.096790180014449
212,P04,Welding,M06,14.94,0.65,2.36,0.1031,39,0.7262,2.43,18.2,60.48,1,Morning,2,9,5,1,10.849428,0.15796508837678155,17.95,0.250533,1,2.954910279033736,1.2119409739751128
213,P03,Forming,M09,6.14,3.54,5.08,0.0487,13,0.5578,5.46,17.19,55.9,0,Morning,1,3,8,1,3.4248919999999994,0.8273602160257069,14.76,0.265902,0,2.900871992530031,1.8050046959780757
214,P01,Raw Material Intake,M01,6.18,7.84,4.61,0.1289,66,0.7017,5.76,19.31,59.35,1,Morning,1,6,0,1,4.336506,0.7459534855121595,18.63,0.7424639999999999,1,3.011113375592293,1.724550719534605
215,P06,Assembly,M10,24.72,1.45,21.02,0.1306,288,0.8728,1.88,46.89,77.51,1,Night,4,0,9,2,21.575616,0.8503232806135597,47.19,0.24552799999999997,1,3.868906714354518,3.091951131294534
216,P07,Quality Inspection,M02,12.89,0.96,7.02,0.0852,34,0.7579,2.83,20.69,60.77,0,Morning,4,5,1,1,9.769331000000001,0.5446078009249022,20.87,0.241116,0,3.076851324838783,2.081938421878423
217,P04,Welding,M06,23.09,3.73,23.94,0.1466,145,0.736,1.51,50.8,58.23,1,Afternoon,1,9,5,0,16.99424,1.0368120239012457,50.760000000000005,0.221366,1,3.9473901492654373,3.2164729402518906
218,P07,Quality Inspection,M07,10.4,12.9,12.35,0.1264,17,0.6116,2.13,35.78,36.91,1,Night,2,5,6,2,6.360640000000001,1.1874988581741748,35.65,0.269232,0,3.604954219176175,2.5915163848462583
219,P05,Surface Treatment,M09,21.33,2.47,3.27,0.064,12,0.8518,2.38,28.13,84.56,0,Afternoon,1,8,8,0,18.168893999999998,0.15330513206510454,27.069999999999997,0.15231999999999998,0,3.3717685709713434,1.451613827240533
220,P03,Forming,M03,12.63,4.25,1.48,0.1086,29,0.3664,1.53,18.65,32.25,1,Afternoon,3,3,2,0,4.627632,0.11718122155089346,18.360000000000003,0.166158,0,2.9780773383152703,0.9082585601768908
221,P10,Dispatch,M07,3.5,4.4,3.9,0.1164,20,0.7712,12.11,12.04,70.58,1,Night,3,2,6,2,2.6992,1.114282530621341,11.8,1.409604,0,2.5680215564985067,1.589235205116581
222,P04,Welding,M06,24.04,2.06,56.8,0.1773,89,0.7161,1.65,81.71,65.93,1,Morning,1,9,5,1,17.215044,2.3627278025258724,82.89999999999999,0.292545,1,4.415340513703815,4.056988775678332
223,P07,Quality Inspection,M07,12.17,1.91,17.34,0.2149,9,0.8013,3.25,31.4,66.03,1,Morning,3,5,6,1,9.751821,1.424813948386238,31.42,0.6984250000000001,0,3.4781584227982836,2.9090844668283187
224,P05,Surface Treatment,M06,16.11,8.4,14.11,0.0767,10,0.5492,1.41,37.78,37.76,0,Morning,1,8,5,1,8.847612,0.875852963468055,38.62,0.108147,0,3.6579046498145056,2.715356776284648
225,P07,Quality Inspection,M02,11.35,10.28,17.21,0.2188,41,0.5939,2.34,37.69,44.3,1,Afternoon,1,5,1,0,6.740765,1.5162982235257945,38.84,0.511992,1,3.6555811687124216,2.9019708937395166
226,P07,Quality Inspection,M10,10.55,1.12,7.57,0.1268,56,0.8472,2.96,18.26,52.06,1,Night,1,5,9,2,8.93796,0.7175348648958627,19.240000000000002,0.375328,1,2.9580304063699794,2.1482677326096886
227,P10,Dispatch,M01,5.4,4.81,2.09,0.094,0,0.7068,6.98,12.67,62.85,0,Night,2,2,0,2,3.81672,0.3870363203031105,12.3,0.65612,0,2.6152036507358583,1.128171090909654
228,P04,Welding,M02,20.91,1.54,14.01,0.133,14,0.6899,1.51,36.43,52.69,1,Night,5,9,1,2,14.425809,0.6700140267747361,36.46,0.20083,0,3.6224725219163374,2.7087166456453704
229,P07,Quality Inspection,M05,10.28,1.29,21.96,0.2766,11,0.7136,2.73,31.16,46.82,1,Night,4,5,4,2,7.335808,2.136184692427342,33.53,0.7551180000000001,0,3.4707234443107655,3.133753571451366
230,P04,Welding,M03,18.65,0.5,1.48,0.2029,160,0.7846,1.77,21.44,54.95,1,Morning,4,9,2,1,14.632789999999998,0.07935652581419528,20.63,0.359133,1,3.110845080654496,0.9082585601768908
231,P09,Storage,M01,3.39,5.71,0.91,0.1146,52,0.5555,8.11,9.84,45.78,1,Night,1,7,0,2,1.883145,0.26843578632511406,10.01,0.9294059999999998,1,2.3832429960115,0.6471032420585384
232,P08,Packaging,M04,7.33,4.33,0.11,0.09,13,0.3272,2.99,11.11,36.59,0,Afternoon,1,4,3,0,2.398376,0.015006800809275841,11.77,0.2691,0,2.494031557565001,0.10436001532424277
233,P07,Quality Inspection,M03,10.09,1.27,10.19,0.1536,27,0.7412,3.97,21.72,66.73,1,Morning,3,5,2,1,7.478707999999999,1.0099098018733381,21.549999999999997,0.609792,0,3.1232455938529506,2.4150205223238337
234,P08,Packaging,M06,7.41,2.58,3.67,0.0505,59,0.8553,7.14,11.92,88.27,0,Afternoon,1,4,5,0,6.337772999999999,0.4952759847827466,13.66,0.36057,1,2.558776498354456,1.541159071680806
235,P05,Surface Treatment,M09,15.78,1.27,0.36,0.0577,24,0.4114,2.24,16.31,58.8,0,Afternoon,4,8,8,0,6.491891999999999,0.02281367375559331,17.41,0.129248,0,2.851284369188118,0.3074846997479606
236,P05,Surface Treatment,M06,18.14,2.72,4.57,0.0393,6,0.6367,2.14,24.67,64.69,0,Afternoon,5,8,5,0,11.549738000000001,0.25192929882618587,25.43,0.08410200000000001,0,3.245322994883049,1.7173950539391927
237,P08,Packaging,M03,7.94,0.5,9.89,0.0929,11,0.6615,4.95,17.5,65.47,0,Morning,2,4,2,1,5.2523100000000005,1.2455903707929838,18.330000000000002,0.459855,0,2.917770732084279,2.387844936944869
238,P09,Storage,M06,2.62,4.45,0.35,0.0735,25,0.5393,11.95,7.11,52.14,0,Morning,2,7,5,1,1.4129660000000002,0.13358727638444126,7.42,0.8783249999999999,0,2.0930978681273213,0.3001045924503381
239,P04,Welding,M01,19.57,4.16,21.76,0.2215,2,0.8111,2.16,47.53,70.5,1,Morning,1,9,0,1,15.873227000000002,1.1119054103702555,45.49,0.47844000000000003,0,3.882182163417125,3.1250046092581303
240,P04,Welding,M07,20.0,1.87,10.58,0.1689,72,0.6653,0.97,32.8,32.41,1,Afternoon,2,9,6,0,13.306000000000001,0.5289997355001322,32.45,0.16383299999999998,1,3.520460802488973,2.449279472144849
241,P03,Forming,M02,13.06,5.05,2.54,0.0526,34,0.4317,1.51,21.89,32.81,0,Morning,1,3,1,1,5.638002,0.19448683423672722,20.65,0.079426,0,3.1307001339644756,1.264126727145683
242,P09,Storage,M06,3.83,0.58,1.43,0.1611,39,0.551,7.32,6.2,46.7,1,Morning,1,7,5,1,2.1103300000000003,0.3733671713650878,5.84,1.179252,1,1.9740810260220096,0.8878912573524571
243,P08,Packaging,M10,6.72,0.5,0.97,0.0598,5,0.6251,5.6,7.43,62.65,0,Afternoon,3,4,9,0,4.200672,0.1443450232960963,8.19,0.33487999999999996,0,2.131796772013764,0.6780335427498971
