Record_ID,Process_ID,Process_Name,Machine_ID,Cycle_Time_min,Setup_Time_min,Waiting_Time_min,Defect_Rate,Inventory_Level,Machine_Utilization,Production_Output_units_hr,Lead_Time_min,Efficiency_Score,Is_Bottleneck,Shift,Day_Of_Week
951,P02,Cutting,M06,7.41,0.5,4.58,0.1147,24,0.5059,3.82,12.39,47.21,1,Morning,3
952,P05,Surface Treatment,M02,19.41,13.27,4.59,0.0761,9,0.9127,1.52,36.67,49.03,1,Morning,4
953,P05,Surface Treatment,M02,21.33,3.55,5.21,0.1476,2,0.7395,2.63,28.81,93.63,1,Night,4
954,P09,Storage,M04,1.88,11.55,11.85,0.1979,5,0.4956,12.41,25.19,38.91,1,Night,5
955,P10,Dispatch,M01,5.23,3.66,5.58,0.0386,3,0.4505,4.97,15.03,43.3,0,Afternoon,2
956,P01,Raw Material Intake,M05,2.6,9.67,0.26,0.047,8,0.6796,14.47,11.69,62.76,0,Morning,1
957,P07,Quality Inspection,M04,10.63,7.08,21.13,0.1018,64,0.8404,4.06,38.04,71.9,1,Morning,2
958,P01,Raw Material Intake,M07,4.53,3.27,1.56,0.1077,104,0.5063,6.82,9.32,51.51,1,Night,4
959,P07,Quality Inspection,M05,9.87,2.01,17.54,0.1035,0,0.9406,4.52,30.34,74.4,1,Morning,5
960,P05,Surface Treatment,M04,17.21,1.24,4.68,0.1448,26,0.1246,0.48,24.01,13.91,1,Morning,5
961,P03,Forming,M04,17.97,3.28,8.78,0.1027,9,0.4017,1.42,29.23,42.48,1,Morning,5
962,P03,Forming,M03,16.63,9.14,7.12,0.1691,2,0.495,1.41,33.41,39.09,1,Night,5
963,P05,Surface Treatment,M01,18.02,6.39,4.81,0.1176,8,0.7062,0.91,28.42,27.23,1,Night,4
964,P07,Quality Inspection,M02,9.29,5.68,38.25,0.2134,111,0.6747,3.17,52.82,49.05,1,Morning,5
965,P08,Packaging,M08,6.46,20.03,8.21,0.1165,19,0.4679,4.05,34.47,43.61,1,Morning,2
966,P04,Welding,M04,22.05,0.5,16.13,0.1146,12,0.4495,1.56,38.27,57.46,1,Morning,1
967,P06,Assembly,M05,17.35,1.02,24.56,0.2199,124,0.8026,1.93,41.99,55.92,1,Morning,3
968,P10,Dispatch,M08,6.98,7.51,6.67,0.0468,44,0.4414,3.83,19.34,44.53,0,Morning,2
969,P04,Welding,M07,13.2,6.55,9.25,0.1454,14,0.9595,3.9,28.5,85.73,1,Morning,1
970,P10,Dispatch,M01,7.04,3.66,1.88,0.1321,5,0.6171,4.31,11.45,50.58,1,Morning,5
971,P03,Forming,M05,17.67,1.39,4.53,0.1726,67,0.4914,0.52,21.42,15.22,1,Morning,4
972,P03,Forming,M04,18.47,1.86,0.88,0.1637,18,0.4415,0.92,20.48,28.42,1,Morning,2
973,P06,Assembly,M10,37.98,2.32,22.16,0.1538,33,0.8593,1.14,61.88,72.25,1,Afternoon,1
974,P06,Assembly,M06,28.58,5.93,13.52,0.2174,30,0.7844,1.94,47.24,92.29,1,Afternoon,3
975,P09,Storage,M05,3.0,2.52,1.76,0.0831,47,0.6383,11.19,8.09,56.02,0,Morning,4
976,P06,Assembly,M07,25.06,1.36,12.4,0.1826,7,0.6551,1.5,39.6,62.74,1,Night,5
977,P04,Welding,M05,19.27,5.4,6.32,0.1445,55,0.9298,2.64,30.45,84.85,1,Afternoon,2
978,P07,Quality Inspection,M07,7.04,0.51,9.87,0.2089,15,0.84,5.5,18.97,64.52,1,Afternoon,5
979,P07,Quality Inspection,M07,10.84,6.39,9.5,0.1283,113,0.7217,3.75,27.22,67.76,1,Morning,4
980,P10,Dispatch,M04,3.75,2.03,1.99,0.2121,0,0.2848,3.02,7.78,18.9,1,Morning,5
981,P05,Surface Treatment,M05,14.91,0.5,17.57,0.0731,1,0.5456,2.39,32.86,59.35,1,Morning,4
982,P01,Raw Material Intake,M02,5.93,1.59,5.37,0.2025,47,0.4138,3.98,12.87,39.35,1,Morning,5
983,P05,Surface Treatment,M04,18.88,0.56,11.28,0.1154,2,0.8257,1.88,30.97,59.24,1,Afternoon,4
984,P02,Cutting,M06,13.82,3.5,2.14,0.1075,106,0.3636,1.24,20.58,28.58,1,Afternoon,5
985,P06,Assembly,M08,20.77,9.25,3.32,0.1773,17,0.8893,2.57,31.82,89.05,1,Morning,2
986,P09,Storage,M06,3.41,5.15,2.03,0.0972,15,0.767,12.78,12.6,72.57,0,Night,3
987,P02,Cutting,M08,12.76,5.14,3.04,0.0553,0,0.5171,2.19,21.27,46.54,0,Afternoon,5
988,P05,Surface Treatment,M04,18.29,3.92,8.83,0.0827,22,0.7134,2.31,30.51,70.34,0,Afternoon,4
989,P03,Forming,M04,12.06,2.05,10.03,0.0961,84,0.6627,2.34,24.87,46.94,0,Afternoon,4
990,P05,Surface Treatment,M09,20.54,3.02,2.6,0.0719,4,0.3383,1.2,25.86,41.0,0,Night,3
991,P03,Forming,M01,17.87,0.5,3.85,0.1545,12,0.6827,1.8,21.96,53.54,1,Night,4
992,P01,Raw Material Intake,M06,4.82,1.33,1.06,0.0995,10,0.8275,8.56,7.86,68.82,0,Morning,1
993,P08,Packaging,M01,7.43,7.35,5.04,0.1239,113,0.5745,5.41,19.74,67.05,1,Morning,1
994,P05,Surface Treatment,M08,12.18,4.9,2.24,0.058,30,0.4863,2.83,18.57,57.41,0,Afternoon,5
995,P10,Dispatch,M05,4.79,3.95,0.39,0.0754,46,0.7713,9.13,10.13,72.97,0,Night,5
996,P08,Packaging,M02,5.11,1.21,4.46,0.1132,5,0.5361,4.74,10.57,40.41,1,Morning,1
997,P05,Surface Treatment,M03,14.51,6.79,2.01,0.1272,17,0.8047,2.96,24.22,71.5,1,Night,4
998,P06,Assembly,M09,19.81,1.93,39.54,0.2084,42,0.6903,1.32,59.78,43.49,1,Afternoon,5
999,P04,Welding,M01,21.49,7.52,6.34,0.1317,42,0.7965,1.1,34.75,39.39,1,Night,4
1000,P05,Surface Treatment,M01,18.26,10.45,0.67,0.1401,9,0.6715,0.94,29.07,28.59,1,Morning,2
1001,P07,Quality Inspection,M09,12.98,3.5,20.82,0.1035,111,0.4906,1.98,36.94,42.73,1,Afternoon,1
1002,P09,Storage,M05,2.46,5.73,4.8,0.1542,6,0.6169,12.76,12.94,52.37,1,Afternoon,1
1003,P08,Packaging,M02,7.22,0.5,1.73,0.0702,113,0.6276,4.04,9.52,48.64,0,Night,1
1004,P10,Dispatch,M01,4.14,1.39,11.07,0.0389,11,0.7182,9.38,16.77,64.69,0,Night,1
1005,P02,Cutting,M08,12.32,1.86,2.85,0.067,19,0.541,2.64,19.39,54.27,0,Night,5
1006,P08,Packaging,M04,9.35,0.5,3.59,0.087,52,0.8506,5.91,13.99,92.05,0,Morning,5
1007,P04,Welding,M08,25.82,13.41,13.69,0.1235,21,0.8004,1.43,53.13,61.36,1,Afternoon,5
1008,P02,Cutting,M04,11.63,7.46,1.07,0.1661,25,0.4816,2.9,20.9,56.19,1,Night,5
1009,P02,Cutting,M08,13.25,11.35,4.12,0.0412,3,0.7828,3.44,30.84,75.94,0,Morning,1
1010,P04,Welding,M04,21.97,14.67,7.11,0.0909,12,0.5371,1.23,46.24,45.17,0,Afternoon,5
1011,P10,Dispatch,M05,5.3,5.29,2.69,0.1073,5,0.7047,8.56,13.57,75.61,1,Morning,3
1012,P10,Dispatch,M07,6.19,4.74,2.29,0.0528,9,0.3718,3.62,11.69,37.29,0,Morning,2
1013,P03,Forming,M06,18.54,4.55,1.13,0.157,61,0.6839,1.15,24.23,35.6,1,Afternoon,3
1014,P03,Forming,M08,12.23,2.4,0.33,0.2092,23,0.8448,3.84,13.42,78.24,1,Night,2
1015,P09,Storage,M07,3.21,4.71,3.59,0.154,11,0.3142,4.96,10.4,26.57,1,Afternoon,5
1016,P04,Welding,M10,24.87,0.68,1.09,0.1624,34,0.6989,1.97,27.64,81.51,1,Morning,5
1017,P05,Surface Treatment,M08,13.0,0.5,4.41,0.0648,7,0.3978,1.14,17.07,24.64,0,Morning,2
1018,P05,Surface Treatment,M02,11.0,2.27,10.59,0.0334,19,0.7217,4.88,25.3,89.39,0,Afternoon,4
1019,P08,Packaging,M07,7.06,0.85,3.72,0.0993,19,0.6561,5.86,9.61,68.96,0,Night,1
1020,P05,Surface Treatment,M04,20.8,21.03,0.39,0.0588,2,0.4356,1.18,42.16,40.95,0,Night,5
1021,P06,Assembly,M04,27.52,1.04,15.18,0.1464,143,0.7722,1.37,44.96,62.89,1,Morning,5
1022,P01,Raw Material Intake,M05,5.51,9.8,6.04,0.072,15,0.7632,7.82,21.46,71.82,0,Morning,5
1023,P05,Surface Treatment,M03,15.01,3.95,5.31,0.185,11,0.643,1.99,23.53,49.71,1,Night,3
1024,P02,Cutting,M02,11.97,3.48,12.94,0.1401,46,0.6519,2.7,28.21,53.81,1,Afternoon,5
1025,P03,Forming,M06,11.5,6.72,8.14,0.1203,3,0.4844,2.12,26.38,40.61,1,Afternoon,2
1026,P04,Welding,M04,16.39,2.07,8.76,0.2256,152,0.7718,1.79,28.0,48.77,1,Afternoon,2
1027,P06,Assembly,M06,21.64,3.7,17.0,0.1627,58,0.7616,1.95,41.6,70.48,1,Afternoon,3
1028,P01,Raw Material Intake,M01,5.41,7.41,10.49,0.1435,23,0.6606,5.73,24.49,51.74,1,Night,5
1029,P01,Raw Material Intake,M03,4.85,0.84,3.82,0.0727,26,0.7841,8.55,8.98,69.13,0,Night,1
1030,P05,Surface Treatment,M01,19.89,10.48,0.24,0.0906,4,0.8579,1.87,31.36,61.86,0,Afternoon,3
1031,P03,Forming,M07,16.78,11.31,1.66,0.0675,8,0.661,2.2,30.47,61.63,0,Afternoon,2
1032,P09,Storage,M09,2.3,0.5,8.38,0.0444,4,0.5415,13.26,12.0,50.92,0,Morning,1
1033,P04,Welding,M07,12.81,6.81,67.52,0.2725,68,0.8401,3.26,86.06,69.52,1,Afternoon,3
1034,P02,Cutting,M06,16.35,5.87,8.03,0.0503,10,0.3449,1.23,29.4,33.45,0,Morning,5
1035,P07,Quality Inspection,M10,13.76,6.83,26.02,0.1316,45,0.8391,3.02,45.66,69.3,1,Night,4
1036,P09,Storage,M02,3.19,21.68,1.78,0.1197,11,0.4849,8.59,24.59,45.72,1,Afternoon,1
1037,P07,Quality Inspection,M08,7.54,0.5,35.66,0.2219,19,0.6705,3.5,44.81,43.97,1,Night,2
1038,P01,Raw Material Intake,M03,6.67,10.77,0.41,0.0458,19,0.6389,6.03,18.52,67.01,0,Morning,4
1039,P02,Cutting,M02,8.53,4.68,7.11,0.0712,5,0.9497,6.99,20.03,99.33,1,Night,3
1040,P09,Storage,M10,3.5,1.26,6.17,0.1616,32,0.4301,6.1,10.32,35.62,1,Afternoon,3
1041,P07,Quality Inspection,M08,11.85,5.56,18.23,0.1211,22,0.4085,1.66,36.19,32.88,1,Afternoon,4
1042,P08,Packaging,M01,7.37,0.5,3.83,0.158,0,0.394,1.99,12.28,24.47,1,Afternoon,3
1043,P06,Assembly,M05,30.6,2.4,34.76,0.1125,148,0.4483,0.79,68.56,40.51,1,Morning,2
1044,P09,Storage,M03,3.02,3.12,1.99,0.1709,30,0.5971,9.95,8.88,50.16,1,Morning,5
1045,P09,Storage,M09,3.29,4.66,2.29,0.1311,7,0.6076,9.4,9.88,51.6,1,Night,4
1046,P07,Quality Inspection,M01,14.69,8.95,7.82,0.1176,0,0.6508,2.35,33.94,57.65,1,Morning,4
1047,P03,Forming,M04,16.6,4.7,1.23,0.1974,8,0.7064,1.8,21.83,49.75,1,Night,2
1048,P09,Storage,M01,2.94,0.79,0.02,0.1122,41,0.7439,13.81,3.68,67.73,1,Night,4
1049,P04,Welding,M07,19.51,2.03,2.7,0.1741,20,0.574,1.79,22.52,58.11,1,Night,3
1050,P04,Welding,M04,19.11,0.5,6.17,0.188,43,0.4593,1.13,25.65,35.95,1,Night,4
1051,P05,Surface Treatment,M10,15.73,4.09,0.6,0.1492,5,0.5579,1.52,19.85,39.92,1,Afternoon,2
1052,P02,Cutting,M10,6.8,7.32,4.01,0.2429,40,0.7148,4.4,20.79,49.85,1,Morning,5
1053,P02,Cutting,M03,9.79,5.55,1.23,0.0534,69,0.435,3.27,16.72,53.37,0,Morning,1
1054,P08,Packaging,M02,6.15,3.11,10.66,0.0975,18,0.7128,6.04,20.7,61.83,0,Night,5
1055,P07,Quality Inspection,M02,7.98,2.4,5.32,0.135,130,0.603,4.25,15.12,56.52,1,Night,4
1056,P10,Dispatch,M09,7.0,3.35,0.33,0.0768,3,0.744,6.75,8.82,78.76,0,Night,1
1057,P07,Quality Inspection,M08,9.94,12.19,15.19,0.1192,61,0.918,4.71,37.93,78.1,1,Afternoon,1
1058,P01,Raw Material Intake,M08,6.4,7.75,0.17,0.1144,0,0.4885,3.82,13.67,40.77,1,Morning,2
1059,P04,Welding,M08,21.21,7.9,18.85,0.2343,18,0.573,1.31,48.55,46.46,1,Night,1
1060,P04,Welding,M08,17.92,2.05,5.06,0.1808,98,0.6433,1.82,24.45,54.35,1,Morning,3
1061,P09,Storage,M05,3.15,2.62,1.33,0.0904,22,0.5805,10.26,6.63,53.89,0,Morning,2
1062,P03,Forming,M02,14.2,4.26,1.94,0.1031,6,0.6567,2.14,21.69,50.56,1,Morning,3
1063,P09,Storage,M03,2.43,7.09,1.7,0.067,35,0.6894,15.81,10.96,64.12,0,Afternoon,5
1064,P09,Storage,M04,2.88,0.5,0.94,0.1868,4,0.543,9.39,3.79,45.01,1,Night,1
1065,P04,Welding,M10,20.87,4.98,18.14,0.1408,13,0.4953,2.12,42.92,73.84,1,Morning,1
1066,P04,Welding,M06,21.69,21.72,19.72,0.1835,21,0.5806,2.22,61.43,80.21,1,Morning,5
1067,P10,Dispatch,M08,4.51,2.6,8.16,0.115,4,0.6385,7.78,15.27,58.54,1,Night,2
1068,P04,Welding,M06,21.41,2.04,15.26,0.1221,101,0.7524,1.66,37.47,59.24,1,Afternoon,1
1069,P03,Forming,M09,10.95,2.2,0.21,0.0493,11,0.4997,3.25,12.02,59.25,0,Morning,4
1070,P04,Welding,M10,24.61,9.25,99.14,0.1339,112,0.6486,1.03,133.67,42.27,1,Night,5
1071,P07,Quality Inspection,M04,10.65,0.96,22.77,0.0998,7,0.8508,4.42,32.2,78.34,1,Night,3
1072,P06,Assembly,M01,23.9,4.09,0.06,0.1101,17,0.5967,1.35,29.16,53.79,1,Afternoon,4
1073,P06,Assembly,M02,21.59,9.33,2.48,0.2335,58,0.8943,1.31,32.28,47.16,1,Night,4
1074,P06,Assembly,M02,27.91,15.42,56.45,0.1159,15,0.66,1.41,97.4,65.48,1,Afternoon,1
1075,P02,Cutting,M02,15.27,0.54,3.21,0.141,5,0.6557,2.11,18.27,53.81,1,Morning,5
1076,P09,Storage,M08,3.81,4.95,7.17,0.1509,4,0.4178,5.18,15.12,32.91,1,Night,2
1077,P07,Quality Inspection,M09,9.18,7.78,43.32,0.1062,30,0.5802,4.21,60.84,64.38,1,Morning,4
1078,P04,Welding,M07,19.69,12.75,43.69,0.1244,49,0.7149,1.77,75.35,57.97,1,Morning,5
1079,P03,Forming,M07,16.61,6.65,1.59,0.1623,74,0.4213,1.88,24.69,52.12,1,Morning,4
1080,P05,Surface Treatment,M04,19.31,17.63,2.51,0.0802,1,0.4612,1.0,41.11,32.04,0,Morning,4
1081,P09,Storage,M09,3.11,5.53,3.39,0.1686,34,0.8671,13.18,13.51,68.35,1,Morning,5
1082,P03,Forming,M05,14.71,0.89,2.06,0.1329,24,0.7597,2.54,16.86,62.33,1,Night,1
1083,P05,Surface Treatment,M05,16.44,0.5,1.56,0.1485,5,0.5485,1.72,18.87,47.24,1,Morning,1
1084,P06,Assembly,M06,27.6,3.86,4.92,0.0907,161,0.7747,0.64,36.14,29.49,0,Morning,1
1085,P06,Assembly,M04,29.37,0.5,43.29,0.2026,5,0.6902,0.47,73.31,22.81,1,Morning,3
1086,P03,Forming,M08,16.87,0.5,11.94,0.0642,0,0.6705,2.57,28.48,72.26,0,Afternoon,5
1087,P08,Packaging,M02,6.9,0.73,5.45,0.0979,0,0.4375,2.87,13.9,32.97,0,Afternoon,1
1088,P02,Cutting,M07,8.56,0.5,3.33,0.0789,9,0.6048,4.54,11.98,64.73,0,Morning,2
1089,P03,Forming,M10,20.68,5.81,2.5,0.1636,22,0.3125,1.44,28.38,49.66,1,Afternoon,5
1090,P02,Cutting,M04,12.98,1.21,10.05,0.1233,3,0.6179,2.63,23.99,56.82,1,Morning,3
1091,P02,Cutting,M08,12.8,9.9,7.39,0.0836,2,0.5775,2.26,29.87,48.17,0,Afternoon,3
1092,P09,Storage,M03,2.42,6.01,6.4,0.2459,18,0.7215,13.28,15.56,53.62,1,Night,2
1093,P08,Packaging,M05,6.29,0.58,5.21,0.0844,25,0.6578,4.94,12.07,51.79,0,Night,3
1094,P06,Assembly,M02,13.96,3.12,3.95,0.1224,36,0.8284,3.11,21.79,72.45,1,Afternoon,3
1095,P05,Surface Treatment,M09,16.07,6.23,18.03,0.1287,17,0.5714,1.64,39.72,43.93,1,Morning,2
1096,P05,Surface Treatment,M03,15.77,1.75,12.16,0.0591,62,0.6328,1.81,28.47,47.51,0,Afternoon,3
1097,P07,Quality Inspection,M05,12.72,8.55,32.02,0.1476,147,0.6041,2.5,54.83,53.04,1,Night,2
1098,P09,Storage,M06,3.9,2.11,0.73,0.0635,15,0.678,10.12,5.57,65.8,0,Afternoon,1
1099,P09,Storage,M02,3.03,1.06,5.01,0.0821,35,0.6352,12.15,9.52,61.36,0,Morning,4
1100,P07,Quality Inspection,M05,10.36,2.61,1.29,0.1387,17,0.5919,2.35,15.28,40.64,1,Afternoon,3
1101,P09,Storage,M03,4.22,1.19,6.84,0.1431,16,0.8184,10.02,12.57,70.51,1,Morning,3
1102,P10,Dispatch,M09,5.33,9.42,6.42,0.1936,6,0.5888,5.94,20.28,52.7,1,Afternoon,4
1103,P06,Assembly,M01,20.08,1.18,27.07,0.1326,11,0.5351,1.89,48.6,63.12,1,Night,3
1104,P07,Quality Inspection,M04,12.03,1.86,4.22,0.114,34,0.7875,3.93,17.82,78.78,1,Afternoon,3
1105,P06,Assembly,M01,26.9,2.24,4.98,0.1127,94,0.6438,1.13,33.33,50.51,1,Afternoon,3
1106,P08,Packaging,M02,9.99,2.29,19.92,0.0852,37,0.5809,3.24,33.29,53.91,1,Morning,5
1107,P01,Raw Material Intake,M04,5.8,2.79,11.03,0.0944,36,0.4368,4.26,19.23,41.19,0,Morning,5
1108,P10,Dispatch,M03,4.57,4.59,3.29,0.0533,18,0.6349,7.71,12.58,58.79,0,Morning,4
1109,P01,Raw Material Intake,M02,6.09,3.35,9.83,0.1057,22,0.1938,0.85,18.81,8.63,1,Morning,5
1110,P01,Raw Material Intake,M10,4.71,0.61,0.75,0.0572,39,0.7274,9.91,5.22,77.8,0,Night,1
1111,P02,Cutting,M02,12.36,9.56,3.03,0.0754,33,0.4307,1.29,25.87,26.59,0,Night,1
1112,P06,Assembly,M04,34.28,5.94,8.85,0.1483,24,0.5882,0.91,48.05,52.09,1,Morning,3
1113,P07,Quality Inspection,M04,12.08,0.5,0.32,0.1095,42,0.538,2.81,12.95,56.69,1,Night,3
1114,P06,Assembly,M05,23.48,0.5,0.17,0.1246,45,0.7508,1.47,24.38,57.5,1,Afternoon,4
1115,P01,Raw Material Intake,M04,4.73,3.36,0.05,0.1109,3,0.6134,7.13,7.78,56.15,1,Afternoon,4
1116,P04,Welding,M01,11.13,11.08,1.7,0.2395,85,0.8065,2.64,24.9,49.08,1,Night,4
1117,P05,Surface Treatment,M07,18.06,11.32,2.13,0.1217,27,0.7081,1.11,31.0,33.49,1,Night,5
1118,P08,Packaging,M07,10.15,1.0,6.42,0.0659,83,0.7739,4.77,16.05,80.64,0,Morning,4
1119,P07,Quality Inspection,M06,9.31,0.5,6.92,0.1559,17,0.7799,4.01,18.31,62.17,1,Morning,2
1120,P01,Raw Material Intake,M09,5.38,9.15,7.57,0.0919,14,0.7636,8.44,21.65,75.57,0,Morning,5
1121,P05,Surface Treatment,M09,24.44,3.7,1.01,0.0932,58,0.4133,0.59,30.83,24.1,0,Afternoon,3
1122,P04,Welding,M03,17.53,0.91,0.38,0.083,13,0.8657,3.31,20.13,96.62,0,Morning,2
1123,P05,Surface Treatment,M04,14.75,2.6,3.6,0.07,21,0.5581,1.84,19.39,45.21,0,Afternoon,3
1124,P06,Assembly,M02,28.05,4.82,1.45,0.0885,10,0.6044,1.51,34.01,70.71,0,Morning,5
1125,P04,Welding,M05,17.82,0.5,18.98,0.2236,64,0.6168,2.01,37.34,59.71,1,Afternoon,2
1126,P05,Surface Treatment,M04,13.73,1.5,6.0,0.0421,20,0.6764,2.82,24.6,64.58,0,Morning,4
1127,P09,Storage,M03,2.81,9.94,1.0,0.1464,2,0.7202,14.02,13.24,65.76,1,Afternoon,2
1128,P09,Storage,M04,3.23,1.46,8.51,0.1851,52,0.8747,13.13,12.42,70.76,1,Afternoon,3
1129,P03,Forming,M10,14.78,0.5,0.99,0.0854,50,0.5274,1.15,15.13,28.34,0,Morning,1
1130,P04,Welding,M01,20.35,4.84,21.85,0.177,43,0.7575,2.13,45.53,72.24,1,Afternoon,5
1131,P03,Forming,M06,13.76,3.03,7.71,0.0978,70,0.5213,1.91,24.18,43.89,0,Afternoon,4
1132,P01,Raw Material Intake,M05,3.78,6.06,5.44,0.041,12,0.3249,5.31,16.73,33.43,0,Afternoon,3
1133,P03,Forming,M04,14.66,16.26,3.07,0.0365,21,0.3856,2.0,33.19,48.91,0,Afternoon,3
1134,P09,Storage,M03,3.86,17.26,0.28,0.0983,3,0.4003,5.92,20.84,38.03,0,Afternoon,4
1135,P10,Dispatch,M08,6.69,2.3,5.37,0.0444,8,0.7678,6.02,14.7,67.21,0,Night,4
1136,P01,Raw Material Intake,M07,4.96,12.65,3.05,0.0889,7,0.4713,5.31,19.93,43.9,0,Night,2
1137,P09,Storage,M10,2.87,11.14,4.8,0.0369,11,0.4525,8.93,20.2,42.72,0,Morning,4
1138,P10,Dispatch,M09,5.46,8.05,1.34,0.1247,7,0.2129,2.47,15.64,22.48,1,Night,4
1139,P02,Cutting,M03,15.67,18.32,11.43,0.1005,0,0.5491,0.63,45.43,16.48,1,Night,1
1140,P03,Forming,M06,10.99,1.18,0.95,0.0556,3,0.6823,3.61,14.49,66.18,0,Afternoon,5
1141,P07,Quality Inspection,M05,11.01,2.64,15.43,0.1156,3,0.6743,2.52,28.1,46.32,1,Morning,2
1142,P05,Surface Treatment,M05,23.01,0.5,1.1,0.0996,53,0.7323,1.82,25.09,69.76,0,Night,5
1143,P10,Dispatch,M02,5.79,2.86,0.98,0.0932,4,0.663,6.11,9.68,58.95,0,Afternoon,2
1144,P10,Dispatch,M09,4.84,1.63,4.31,0.087,27,0.4288,5.32,11.64,42.93,0,Morning,5
1145,P09,Storage,M06,2.48,7.32,9.95,0.1604,8,0.7666,15.3,20.25,63.24,1,Night,2
1146,P01,Raw Material Intake,M10,5.95,0.5,4.37,0.1063,0,0.7921,7.01,11.1,69.54,1,Morning,3
1147,P10,Dispatch,M01,6.11,3.99,5.26,0.0704,15,0.63,5.32,17.06,54.19,0,Afternoon,3
1148,P06,Assembly,M03,29.12,4.19,33.56,0.1207,0,0.713,1.57,68.07,76.22,1,Afternoon,1
1149,P05,Surface Treatment,M08,14.26,2.18,2.0,0.066,32,0.8427,2.56,16.44,60.94,0,Night,3
1150,P02,Cutting,M01,13.25,4.29,4.16,0.0544,35,0.3894,1.44,21.4,31.75,0,Morning,2
1151,P09,Storage,M06,3.55,0.5,12.5,0.0821,1,0.4795,7.0,14.4,41.39,0,Afternoon,2
1152,P01,Raw Material Intake,M09,5.78,3.14,4.65,0.1555,50,0.6224,5.28,11.3,50.87,1,Morning,3
1153,P05,Surface Treatment,M08,12.28,2.45,1.1,0.1647,4,0.7085,2.71,15.39,55.45,1,Morning,1
1154,P08,Packaging,M03,6.4,1.27,6.66,0.082,17,0.6312,5.67,14.17,60.53,0,Morning,4
1155,P09,Storage,M08,2.44,0.5,0.11,0.1071,7,0.4053,9.27,2.67,37.62,1,Afternoon,4
1156,P05,Surface Treatment,M09,19.56,1.34,0.96,0.115,38,0.616,1.99,22.06,64.73,1,Afternoon,3
1157,P04,Welding,M06,20.25,0.99,53.17,0.0966,12,0.7004,2.91,74.21,98.12,1,Night,1
1158,P05,Surface Treatment,M07,19.43,5.71,24.74,0.0712,49,0.8326,2.78,49.61,90.05,1,Afternoon,3
1159,P04,Welding,M10,21.6,7.21,3.66,0.201,141,0.4652,1.27,31.26,45.76,1,Morning,2
1160,P08,Packaging,M07,6.46,1.6,2.57,0.0862,21,0.4522,3.23,12.15,34.71,0,Afternoon,4
1161,P09,Storage,M03,3.91,12.4,0.05,0.0755,34,0.8398,12.71,15.92,82.83,0,Afternoon,3
1162,P10,Dispatch,M03,5.04,2.87,3.05,0.077,16,0.6126,6.32,10.99,53.1,0,Afternoon,5
1163,P03,Forming,M02,16.0,14.65,8.51,0.096,7,0.3919,1.86,39.86,49.55,0,Afternoon,5
1164,P03,Forming,M08,16.73,4.71,4.34,0.121,74,0.4762,0.78,24.17,21.64,1,Night,4
1165,P04,Welding,M03,20.12,2.54,0.57,0.1579,15,0.4501,1.51,22.18,50.78,1,Morning,5
1166,P09,Storage,M07,2.55,0.5,3.2,0.1998,4,0.6735,12.19,7.94,51.75,1,Afternoon,4
1167,P06,Assembly,M02,25.51,0.82,49.24,0.1756,43,0.5231,0.1,76.8,4.25,1,Morning,5
1168,P07,Quality Inspection,M08,11.78,3.03,4.39,0.1221,77,0.6437,3.02,19.03,59.25,1,Night,1
1169,P09,Storage,M05,3.41,28.9,7.32,0.2059,5,0.8234,11.1,38.78,63.07,1,Morning,4
1170,P06,Assembly,M07,22.75,0.5,30.93,0.1167,37,0.4983,1.64,54.69,62.25,1,Night,1
1171,P06,Assembly,M02,22.24,2.71,8.23,0.1456,111,0.8495,1.89,33.54,70.1,1,Afternoon,3
1172,P02,Cutting,M01,11.5,0.5,3.93,0.1296,8,0.4243,2.39,16.72,45.84,1,Morning,2
1173,P04,Welding,M06,23.98,2.62,8.72,0.2802,68,0.743,0.98,34.72,39.25,1,Afternoon,5
1174,P08,Packaging,M04,8.13,5.78,12.31,0.2332,31,0.9191,4.25,25.06,57.59,1,Afternoon,3
1175,P02,Cutting,M10,11.78,5.85,4.51,0.0647,37,0.7875,4.53,20.99,88.96,0,Morning,1
1176,P07,Quality Inspection,M09,11.12,0.52,71.4,0.1005,15,0.7893,3.18,83.83,58.98,1,Morning,3
1177,P10,Dispatch,M05,3.46,3.63,4.09,0.0873,7,0.6377,10.79,10.02,62.25,0,Afternoon,5
1178,P08,Packaging,M02,6.86,5.94,6.45,0.0925,40,0.467,4.19,19.99,47.93,0,Morning,2
1179,P08,Packaging,M07,8.71,19.68,0.02,0.0925,16,0.5165,2.92,26.73,42.36,0,Afternoon,5
1180,P02,Cutting,M05,17.73,2.06,7.69,0.2226,55,0.806,2.03,27.07,59.88,1,Morning,4
1181,P05,Surface Treatment,M09,17.88,5.48,0.34,0.2248,2,0.6813,1.29,22.02,38.52,1,Afternoon,2
1182,P09,Storage,M08,3.44,5.02,1.21,0.1534,20,0.5502,8.0,9.53,45.79,1,Morning,5
1183,P03,Forming,M02,13.42,1.16,7.37,0.075,22,0.7633,3.45,21.19,77.14,0,Night,2
1184,P08,Packaging,M07,5.49,6.54,8.58,0.1018,10,0.5282,5.04,19.81,46.05,1,Morning,5
1185,P10,Dispatch,M01,4.77,4.86,2.72,0.0811,21,0.6278,8.1,12.82,64.38,0,Afternoon,5
1186,P02,Cutting,M03,7.78,1.15,7.44,0.1376,5,0.6574,5.23,16.96,67.78,1,Night,3
